country,Period,maxTemp,minTemp,temp,WindChill,HeatIndex,Precipitation,Snow,SnowDepth,WindSpeed,WindGust,Visibility,CloudCover,relHumidity
sweden,05/28/2020 01:00:00,21.8,8.3,13.8,6.7,,0,,,23,44.6,26.2,2.5,54.85
sweden,06/01/2020 01:00:00,26.3,8.5,15.8,7.7,,0,,,22,36,25.6,1.9,55.06
sweden,06/05/2020 01:00:00,20,10.3,14.2,,,0,,,23.9,14.4,24,7.3,69.69
sweden,06/09/2020 01:00:00,23.9,10.6,17.5,,,0,,,26.6,40.7,26.5,0.4,50.16
sweden,06/13/2020 01:00:00,25.2,11.9,18.1,,,0,,,24.6,,25.1,3.3,52.82
sweden,06/17/2020 01:00:00,25.1,12.9,18.6,,,0.3,,,25.6,44.6,23.2,3.4,72.05
sweden,06/21/2020 01:00:00,30.2,14,20.8,,28.8,0,,,18.2,7.2,26.3,0.1,54.7
sweden,06/25/2020 01:00:00,30.7,17.2,24.1,,29.5,0,,,23.6,7.2,26.3,0.6,51.99
sweden,06/29/2020 01:00:00,24.4,13.7,17.8,,,0,,,26.6,40.7,26,7.1,68.55
sweden,07/03/2020 01:00:00,21.4,12.5,15.9,,,0,,,30.6,55.4,24.6,7.3,69.94
sweden,07/07/2020 01:00:00,20.5,9.3,14.5,8,,0,,,25.9,14.4,25.9,5.4,68.06
sweden,07/11/2020 01:00:00,20.7,11.3,15.5,,,0,,,25.3,53.6,25.9,7.7,72.21
sweden,07/15/2020 01:00:00,26.2,13.3,19.5,,,0,,,22,,25.6,3.1,62.95
sweden,07/19/2020 01:00:00,26,12.1,18.4,,,0,,,28.2,48.2,26.1,5.6,63.25
sweden,07/23/2020 01:00:00,22.9,11.1,16.8,,,0,,,31.3,44.6,27.2,2,55.54
sweden,07/27/2020 01:00:00,23.9,13.2,17.2,,,0,,,26.6,21.6,23.9,8,77.46
sweden,07/31/2020 01:00:00,26.2,13.9,18.6,,,0,,,23.9,18,24.5,4.9,67.01
sweden,08/04/2020 01:00:00,29.7,13.5,19.4,,29,0,,,21,18,25.5,4,62.11
sweden,08/08/2020 01:00:00,29.7,11.7,19.9,,28.6,0,,,18.2,10.8,25.9,1.3,59.46
sweden,08/12/2020 01:00:00,29.7,13.3,21.3,,28.4,0,,,19.4,,24,4.1,60.21
sweden,08/16/2020 01:00:00,29,17,21.9,,27.7,0,,,20.3,28.8,21.9,0.5,65.71
sweden,08/20/2020 01:00:00,26.5,15.1,20.6,,,0,,,24.6,14.4,22.7,4.3,69.29
sweden,08/24/2020 01:00:00,20.5,10.3,15.9,,,0.4,,,18.9,25.2,26.7,4.7,57.58
sweden,08/28/2020 01:00:00,19,9.1,13.7,7.2,,1.4,,,24.9,43.2,29.3,6.9,79.35
sweden,09/01/2020 01:00:00,20.1,10,15.4,,,0,,,23,,23.1,7,81.55
sweden,09/05/2020 01:00:00,19.2,9.8,14.2,,,0,,,30.4,36,27,4.6,71.41
sweden,09/09/2020 01:00:00,18,8.8,13.1,6.9,,0,,,29.2,,23.7,5.5,72.72
sweden,09/13/2020 01:00:00,17.7,9.7,14.3,6.9,,0,,,31.3,51.8,19.3,10.1,82.27
sweden,09/17/2020 01:00:00,17.7,7.3,11.7,4.3,,0,,,32.3,44.6,25.8,2,67.8
sweden,09/21/2020 01:00:00,20.4,9,14.2,,,0,,,25.9,21.6,18.8,2.8,78.77
sweden,09/25/2020 01:00:00,18.6,9.7,14.2,,,0,,,18.2,14.4,13.1,7.5,87.18
sweden,09/29/2020 01:00:00,17.5,10.7,13.2,,,0,,,22,14.4,15.7,8.9,89.01
sweden,10/03/2020 01:00:00,18.6,11.9,13.8,,,0,,,24.6,40.7,14.2,9.4,89.34
sweden,10/07/2020 01:00:00,15.5,8.4,12,7.1,,0,,,26.6,46.4,24.6,8.3,83.78
sweden,10/11/2020 01:00:00,12.3,4.6,7.9,3,,0,,,22,18,27.3,8.8,79.31
sweden,10/15/2020 01:00:00,10.6,2.9,6.8,-1.9,,0,,,30.4,53.6,25.4,7.5,73.84
sweden,10/19/2020 01:00:00,12.1,-0.1,7,-2.4,,0,,,29.7,,19.1,8.6,81.42
sweden,10/23/2020 01:00:00,12.3,1.7,7.7,0.4,,0,,,24.6,,18.5,10.7,92.59
sweden,10/27/2020 00:00:00,11.3,3.5,8.3,3.2,,1.8,,,22,46.8,13.6,6.4,91.09
sweden,10/31/2020 00:00:00,15,4,10.1,3.7,,0,,,32,57.6,18.3,13.6,87.92
sweden,11/04/2020 00:00:00,14.2,5.7,8.9,2.2,,0,,,31.3,,23.1,4.2,83.85
sweden,11/08/2020 00:00:00,9.7,3.4,6.7,0.9,,0,,,14.6,7.2,22.5,10.1,85.39
sweden,11/12/2020 00:00:00,10.3,6.4,7.9,4.2,,0,,,22.7,18,10.2,11.1,89.24
sweden,11/16/2020 00:00:00,13.9,0.8,9.6,-5.5,,0,,,32.3,55.4,19.8,13.1,83.79
sweden,11/20/2020 00:00:00,7.7,-0.7,4.5,-4.8,,0,,,32,51.8,25.6,4,70.72
sweden,11/24/2020 00:00:00,9.7,-0.1,5.2,-2.9,,0,,,19.4,18,23,8.6,89.45
sweden,11/28/2020 00:00:00,3,-1.9,0.9,-5.8,,0,,,11,10.8,17.4,13.9,92.6
sweden,12/02/2020 00:00:00,8.3,2,4.4,-3,,0,,,27.2,,14.2,13.8,86.3
sweden,12/06/2020 00:00:00,8.3,1.9,4.5,-3.3,,0,,,27.5,,13.8,12.4,85.72
sweden,12/10/2020 00:00:00,5.7,1,3.3,-2.7,,0.6,,,21.3,14.4,12.2,12.2,90.2
sweden,12/14/2020 00:00:00,7,0.7,4.9,-2.7,,0,,,24.6,42.5,17.6,11.3,90.18
sweden,12/18/2020 00:00:00,7.5,5.1,6.1,1.3,,0,,,21.3,,16.5,12.4,92.44
sweden,12/22/2020 00:00:00,5.9,-0.9,2.3,-6.4,,0.1,,,28.2,,20.9,8.9,89.5
sweden,12/26/2020 00:00:00,5.9,-2.7,3,-6.5,,0,,,38.4,61.2,15.1,54.2,88.91
sweden,12/30/2020 00:00:00,3.9,0.6,2.3,-2.4,,0,,,16.6,,9.4,52.6,95.27
